#instance_name: normalized-10arraycomm_teq_tvars_less
#number_of_variables: 620
#number_of_Constraints: 341
#iteration elapsed_time averaged_inner_iteration_speed averaged_move_evaluation_speed local_objective local_violation global_objective global_violation primal_intensity dual_intensity performance update_status distance_from_current_solution distance_from_global_solution employing_local_solution_flag employing_global_solution_flag employing_previous_solution_flag is_enabled_penalty_coefficient_relaxing is_enabled_penalty_coefficient_tightening penalty_coefficient_reset_flag penalty_coefficient_relaxing_rate penalty_coefficient_tightening_rate is_enabled_forcibly_initial_modification number_of_initial_modification initial_tabu_tenure number_of_threads_move_update; averaged_number_of_threads_move_update; number_of_threads_move_evaluation averaged_number_of_threads_move_evaluation 
448 22.0042 41339.1 3.14998e+07 0 2 0 1 0.00201123 0.00408853 0 0 0 194 0 1 0 1 0 0 0.816953 1 1 16 31 1 1.08909 1 1.17817
449 22.0486 41346.8 3.15057e+07 0 1 0 1 0.00201062 0.00408693 0.0005 1 61 61 1 0 0 0 1 0 0.816953 1 1 9 30 1 1.08889 1 1.17778
450 22.0962 41348.3 3.15071e+07 0 1 0 1 0.00201078 0.00408586 0.0015 1 35 82 1 0 0 0 1 0 0.816953 1 1 18 31 1 1.08869 1 1.17738
451 22.1439 41349.5 3.15081e+07 0 1 0 1 0.00201084 0.0040861 0.002 1 121 153 1 0 0 0 1 0 0.816953 1 1 8 30 1 1.0885 1 1.17699
452 22.1914 41351.2 3.15095e+07 0 2 0 1 0.00201123 0.00408915 0.0015 1 52 171 1 0 0 0 1 0 0.816953 1 1 10 31 1 1.0883 1 1.1766
453 22.2385 41353.4 3.15113e+07 0 2 0 1 0.00201145 0.00409232 0.001 1 164 183 1 0 0 0 1 0 0.816953 1 1 16 31 1 1.08811 1 1.17621
454 22.2837 41359.5 3.15159e+07 0 2 0 1 0.00201188 0.00409092 0.0015 1 37 178 1 0 0 0 1 0 0.816953 1 1 22 32 1 1.08791 1 1.17582
455 22.3298 41363.6 3.15192e+07 0 2 0 1 0.00201228 0.00409091 0 0 0 178 0 1 0 1 0 0 0.735258 1 1 9 31 1 1.08772 1 1.17544
456 22.3737 41372 3.15256e+07 0 1 0 1 0.0020125 0.00408976 0 0 0 0 0 1 0 1 0 0 0.757732 1 1 20 30 1 1.08753 1 1.17505
457 22.4184 41378.9 3.15309e+07 0 1 0 1 0.00201272 0.00408893 0.0005 1 85 85 1 0 0 0 1 0 0.757732 1 1 18 31 1 1.08734 1 1.17467
458 22.4633 41385.3 3.15354e+07 0 1 0 1 0.00201159 0.00408539 0.005 1 172 199 1 0 0 0 1 0 0.757732 1 1 10 30 1 1.08715 1 1.17429
459 22.5094 41389.5 3.15391e+07 0 1 0 1 0.00201094 0.00408364 0.004 1 107 228 1 0 0 0 1 0 0.757732 1 1 18 30 1 1.08696 1 1.17391
460 22.555 41394.5 3.15432e+07 0 1 0 1 0.00201089 0.0040838 0.0035 1 108 218 1 0 0 0 1 0 0.757732 1 1 19 31 1 1.08677 1 1.17354
461 22.6007 41399.4 3.15473e+07 0 2 0 1 0.00201111 0.00408456 0.0035 1 124 244 1 0 0 0 1 0 0.757732 1 1 20 30 1 1.08658 1 1.17316
462 22.6463 41404.3 3.15512e+07 0 2 0 1 0.00201142 0.00408423 0.0035 1 156 278 1 0 0 0 1 0 0.757732 1 1 8 31 1 1.08639 1 1.17279
463 22.6943 41405 3.15519e+07 0 2 0 1 0.00201174 0.004082 0.0025 1 101 277 1 0 0 0 1 0 0.757732 1 1 15 32 1 1.08621 1 1.17241
464 22.7428 41404.6 3.15518e+07 0 2 0 1 0.00201191 0.00408111 0.0035 1 185 272 1 0 0 0 1 0 0.757732 1 1 14 33 1 1.08602 1 1.17204
465 22.7904 41405.8 3.15522e+07 0 3 0 1 0.00201167 0.00408003 0.003 1 38 280 1 0 0 0 1 0 0.757732 1 1 11 32 1 1.08584 1 1.17167
466 22.8381 41406.9 3.15527e+07 0 1 0 1 0.00201164 0.00407855 0.0045 1 101 287 1 0 0 0 1 0 0.757732 1 1 13 31 1 1.08565 1 1.17131
467 22.885 41409.6 3.15544e+07 0 1 0 1 0.0020107 0.00407494 0.0035 1 74 293 1 0 0 0 1 0 0.757732 1 1 12 30 1 1.08547 1 1.17094
468 22.9329 41410.2 3.15552e+07 0 2 0 1 0.00201035 0.00407113 0.003 1 130 289 1 0 0 0 1 0 0.757732 1 1 19 30 1 1.08529 1 1.17058
469 22.9801 41412.2 3.15569e+07 0 5 0 1 0.00201088 0.00406685 0.002 1 119 300 1 0 0 0 1 0 0.757732 1 1 12 31 1 1.08511 1 1.17021
470 23.0244 41419.5 3.15624e+07 0 3 0 1 0.0020112 0.00406434 0.003 1 134 294 1 0 0 0 1 0 0.757732 1 1 21 32 1 1.08493 1 1.16985
471 23.0707 41423.1 3.15652e+07 0 4 0 1 0.00201141 0.0040622 0.0025 1 77 289 1 0 0 0 1 0 0.757732 1 1 12 33 1 1.08475 1 1.16949
472 23.1199 41421.4 3.15647e+07 0 4 0 1 0.00201185 0.00406226 0.0015 1 63 298 1 0 0 0 1 0 0.757732 1 1 16 34 1 1.08457 1 1.16913
473 23.1681 41421.7 3.15647e+07 0 3 0 1 0.00201231 0.00406127 0.0035 1 175 301 1 0 0 0 1 0 0.757732 1 1 15 35 1 1.08439 1 1.16878
474 23.216 41422.2 3.15649e+07 0 2 0 1 0.00201265 0.00405897 0.0035 1 160 307 1 0 0 0 1 0 0.757732 1 1 21 36 1 1.08421 1 1.16842
475 23.264 41422.8 3.15654e+07 0 4 0 1 0.00201289 0.00405746 0.002 1 160 287 1 0 0 0 1 0 0.757732 1 1 21 36 1 1.08403 1 1.16807
476 23.3096 41427.7 3.15691e+07 0 3 0 1 0.00201292 0.00405618 0.003 1 65 310 1 0 0 0 1 0 0.757732 1 1 21 35 1 1.08386 1 1.16771
477 23.3552 41432.4 3.15731e+07 0 3 0 1 0.00201302 0.00405661 0.0025 1 149 297 1 0 0 0 1 0 0.757732 1 1 12 36 1 1.08368 1 1.16736
478 23.4005 41437.8 3.15773e+07 0 5 0 1 0.00201357 0.00405882 0.002 1 77 314 1 1 0 0 1 1 0.757732 1 1 9 37 1 1.08351 1 1.16701
479 23.4455 41443.5 3.15817e+07 0 1 0 1 0.00201211 0.00405646 0 0 0 0 0 1 0 1 0 0 0.777959 1 1 22 36 1 1.08333 1 1.16667
480 23.4893 41451.6 3.15878e+07 0 1 0 1 0.0020107 0.00405599 0.0005 1 179 179 1 0 0 0 1 0 0.777959 1 1 14 35 1 1.08316 1 1.16632
481 23.5351 41455.9 3.15911e+07 0 1 0 1 0.0020092 0.00405581 0.0005 1 115 172 1 0 0 0 1 0 0.777959 1 1 18 34 1 1.08299 1 1.16598
482 23.5795 41462.8 3.15963e+07 0 1 0 1 0.00200789 0.00405501 0.0005 1 72 170 1 0 0 0 1 0 0.777959 1 1 17 33 1 1.08282 1 1.16563
483 23.6235 41470.3 3.16019e+07 0 1 0 1 0.00200672 0.00405307 0.0005 1 42 176 1 0 0 0 1 0 0.777959 1 1 17 32 1 1.08264 1 1.16529
484 23.6681 41476.7 3.1607e+07 0 1 0 1 0.0020062 0.00405246 0.0005 1 172 200 1 0 0 0 1 0 0.777959 1 1 10 31 1 1.08247 1 1.16495
485 23.7122 41483.9 3.16123e+07 0 1 0 1 0.00200533 0.00405272 0.0005 1 121 213 1 0 0 0 1 0 0.777959 1 1 19 30 1 1.0823 1 1.16461
486 23.7564 41491 3.16177e+07 0 1 0 1 0.00200445 0.00405297 0.0005 1 117 202 1 0 0 0 1 0 0.777959 1 1 14 30 1 1.08214 1 1.16427
487 23.801 41497.4 3.16227e+07 0 1 0 1 0.00200415 0.00405311 0.0005 1 49 201 1 0 0 0 1 0 0.777959 1 1 19 30 1 1.08197 1 1.16393
488 23.8479 41499.7 3.16244e+07 0 1 0 1 0.00200379 0.00405411 0.0005 1 96 227 1 0 0 0 1 0 0.777959 1 1 12 30 1 1.0818 1 1.1636
489 23.8953 41501.1 3.16252e+07 0 1 0 1 0.00200345 0.00405462 0.0005 1 145 190 1 0 0 0 1 0 0.777959 1 1 20 30 1 1.08163 1 1.16327
490 23.9425 41502.9 3.16265e+07 0 1 0 1 0.00200223 0.00405307 0.0005 1 84 192 1 0 0 0 1 0 0.777959 1 1 12 30 1 1.08147 1 1.16293
491 23.9871 41509.2 3.16316e+07 0 1 0 1 0.00200247 0.00405367 0.0005 1 152 220 1 0 0 0 1 0 0.777959 1 1 18 31 1 1.0813 1 1.1626
492 24.0319 41515 3.16359e+07 0 1 0 1 0.00200245 0.00405445 0 0 0 220 0 1 0 1 0 0 0.796163 1 1 13 30 1 1.08114 1 1.16227
493 24.0774 41519.7 3.16398e+07 0 1 0 1 0.00200158 0.00405257 0.0005 1 139 139 1 0 0 0 1 0 0.796163 1 1 13 30 1 1.08097 1 1.16194
494 24.1243 41522 3.16417e+07 0 1 0 1 0.00200118 0.00405081 0.0005 1 52 151 1 0 0 0 1 0 0.796163 1 1 20 30 1 1.08081 1 1.16162
495 24.1712 41524.1 3.16431e+07 0 1 0 1 0.00200108 0.00405052 0.0005 1 28 143 1 0 0 0 1 0 0.796163 1 1 10 30 1 1.08065 1 1.16129
496 24.2186 41525.5 3.1644e+07 0 1 0 1 0.00200076 0.00405021 0.0005 1 66 185 1 0 0 0 1 0 0.796163 1 1 8 30 1 1.08048 1 1.16097
497 24.2665 41525.9 3.16447e+07 0 1 0 1 0.00199974 0.00404857 0.0005 1 49 190 1 0 0 0 1 0 0.796163 1 1 14 30 1 1.08032 1 1.16064
498 24.3126 41529.5 3.16479e+07 0 1 0 1 0.00199996 0.00404904 0.0005 1 121 209 1 0 0 0 1 0 0.796163 1 1 19 31 1 1.08016 1 1.16032
499 24.359 41532.4 3.16502e+07 0 1 0 1 0.00199917 0.00404886 0.0005 1 65 212 1 0 0 0 1 0 0.796163 1 1 8 30 1 1.08 1 1.16
500 24.4067 41533.2 3.16511e+07 0 1 0 1 0.00199968 0.00404973 0 0 0 212 0 1 0 1 0 0 0.812547 1 1 8 30 1 1.07984 1 1.15968
501 24.4541 41534.6 3.16523e+07 0 1 0 1 0.00199981 0.00405004 0.0005 1 100 100 1 0 0 0 1 0 0.812547 1 1 15 31 1 1.07968 1 1.15936
502 24.5016 41535.7 3.16531e+07 0 1 0 1 0.0019993 0.00405047 0.0005 1 114 180 1 0 0 0 1 0 0.812547 1 1 21 30 1 1.07952 1 1.15905
503 24.5476 41539.5 3.16561e+07 0 1 0 1 0.00199866 0.00404902 0.0005 1 43 189 1 0 0 0 1 0 0.812547 1 1 21 30 1 1.07937 1 1.15873
504 24.5917 41546.3 3.16609e+07 0 1 0 1 0.00199845 0.00404911 0.0005 1 213 276 1 0 0 0 1 0 0.812547 1 1 19 30 1 1.07921 1 1.15842
505 24.6366 41551.8 3.16651e+07 0 1 0 1 0.00199778 0.00404765 0.0005 1 145 281 1 0 0 0 1 0 0.812547 1 1 12 30 1 1.07905 1 1.1581
506 24.6816 41557.2 3.16689e+07 0 1 0 1 0.00199766 0.0040483 0.0005 1 104 313 1 0 0 0 1 0 0.812547 1 1 21 30 1 1.0789 1 1.15779
507 24.7262 41563.2 3.16731e+07 0 1 0 1 0.00199761 0.00404938 0 0 0 313 0 1 0 1 0 0 0.827292 1 1 17 30 1 1.07874 1 1.15748
508 24.7704 41569.9 3.16783e+07 0 1 0 1 0.00199789 0.00405039 0.0005 1 55 55 1 0 0 0 1 0 0.827292 1 1 12 31 1 1.07859 1 1.15717
509 24.8166 41573.1 3.16808e+07 0 1 0 1 0.00199786 0.00405065 0.001 1 56 95 1 0 0 0 1 0 0.827292 1 1 15 31 1 1.07843 1 1.15686
510 24.861 41579.4 3.16857e+07 0 1 0 1 0.00199831 0.00405141 0.001 1 59 120 1 0 0 0 1 0 0.827292 1 1 22 32 1 1.07828 1 1.15656
511 24.9053 41585.7 3.16904e+07 0 1 0 1 0.00199784 0.00405012 0.001 1 58 138 1 0 0 0 1 0 0.827292 1 1 18 31 1 1.07812 1 1.15625
512 24.95 41591.5 3.16951e+07 0 2 0 1 0.00199814 0.00405125 0.0005 1 174 194 1 0 0 0 1 0 0.827292 1 1 19 32 1 1.07797 1 1.15595
513 24.9949 41596.9 3.16992e+07 0 2 0 1 0.00199859 0.0040519 0.0005 1 113 215 1 0 0 0 1 0 0.827292 1 1 16 33 1 1.07782 1 1.15564
514 25.0402 41601.5 3.17026e+07 0 2 0 1 0.00199899 0.00405126 0 0 0 215 0 1 0 1 0 0 0.744563 1 1 20 32 1 1.07767 1 1.15534
515 25.087 41603.6 3.17037e+07 0 1 0 1 0.00199871 0.00405118 0 1 61 61 1 0 0 0 1 0 0.744563 1 1 20 31 1 1.07752 1 1.15504
516 25.1341 41605.3 3.17052e+07 0 2 0 1 0.00199875 0.0040505 0.001 1 99 122 1 0 0 0 1 0 0.744563 1 1 11 32 1 1.07737 1 1.15474
517 25.1823 41605.1 3.17055e+07 0 1 0 1 0.00199901 0.00404973 0.001 1 189 209 1 0 0 0 1 0 0.744563 1 1 21 33 1 1.07722 1 1.15444
518 25.2304 41605 3.17054e+07 0 1 0 1 0.00199897 0.00404936 0.001 1 44 217 1 0 0 0 1 0 0.744563 1 1 18 34 1 1.07707 1 1.15414
519 25.2782 41605.5 3.17056e+07 0 2 0 1 0.00199882 0.00404906 0.001 1 53 218 1 0 0 0 1 0 0.744563 1 1 17 33 1 1.07692 1 1.15385
520 25.3234 41610.2 3.17093e+07 0 2 0 1 0.00199908 0.00404962 0.001 1 46 234 1 0 0 0 1 0 0.744563 1 1 13 34 1 1.07678 1 1.15355
521 25.3681 41615.9 3.17136e+07 0 3 0 1 0.00199941 0.00404978 0.0005 1 60 238 1 0 0 0 1 0 0.744563 1 1 13 35 1 1.07663 1 1.15326
522 25.4126 41621.7 3.17178e+07 0 3 0 1 0.00199979 0.00405154 0 0 0 238 0 1 0 1 0 0 0.670106 1 1 17 34 1 1.07648 1 1.15296
523 25.4573 41627.2 3.17218e+07 0 1 0 1 0.002 0.00405135 0.0005 1 208 208 1 0 0 0 1 0 0.670106 1 1 11 35 1 1.07634 1 1.15267
524 25.5032 41630.7 3.17249e+07 0 1 0 1 0.00200018 0.00405145 0.002 1 202 258 1 0 0 0 1 0 0.670106 1 1 10 35 1 1.07619 1 1.15238
525 25.5503 41632.3 3.17258e+07 0 1 0 1 0.00200041 0.00405206 0.002 1 151 287 1 0 0 0 1 0 0.670106 1 1 15 35 1 1.07605 1 1.15209
526 25.5952 41637.6 3.17297e+07 0 2 0 1 0.00200073 0.00405199 0.0015 1 210 283 1 0 0 0 1 0 0.670106 1 1 18 36 1 1.0759 1 1.1518
527 25.6416 41640.1 3.17314e+07 0 2 0 1 0.00200068 0.00404957 0.0015 1 198 297 1 0 0 0 1 0 0.670106 1 1 12 35 1 1.07576 1 1.15152
528 25.689 41641.2 3.17321e+07 0 2 0 1 0.00200082 0.00404936 0.002 1 223 244 1 0 0 0 1 0 0.670106 1 1 17 36 1 1.07561 1 1.15123
529 25.7347 41645 3.17351e+07 0 2 0 1 0.00200095 0.00404842 0.0015 1 222 244 1 0 0 0 1 0 0.670106 1 1 23 37 1 1.07547 1 1.15094
530 25.7818 41646.6 3.17365e+07 0 4 0 1 0.00200115 0.00404658 0.0005 1 159 245 1 0 0 0 1 0 0.670106 1 1 25 38 1 1.07533 1 1.15066
531 25.8301 41646.1 3.17362e+07 0 2 0 1 0.00200139 0.004046 0.001 1 101 266 1 0 0 0 1 0 0.670106 1 1 27 39 1 1.07519 1 1.15038
532 25.8754 41650.5 3.17394e+07 0 2 0 1 0.00200129 0.00404408 0.0015 1 179 303 1 0 0 0 1 0 0.670106 1 1 10 38 1 1.07505 1 1.15009
533 25.9204 41655.5 3.17431e+07 0 3 0 1 0.00200128 0.00404418 0.001 1 184 311 1 0 0 0 1 0 0.670106 1 1 25 38 1 1.07491 1 1.14981
534 25.9644 41661.9 3.17476e+07 0 2 0 1 0.00200132 0.00404485 0.0015 1 217 346 1 0 0 0 1 0 0.670106 1 1 17 39 1 1.07477 1 1.14953
535 26.0101 41665.6 3.17503e+07 0 2 0 1 0.00200131 0.00404385 0.001 1 125 337 1 0 0 0 1 0 0.670106 1 1 12 38 1 1.07463 1 1.14925
536 26.0577 41666.3 3.17508e+07 0 2 0 1 0.00200147 0.00404335 0.0015 1 169 302 1 0 0 0 1 0 0.670106 1 1 22 39 1 1.07449 1 1.14898
537 26.1049 41667.5 3.17515e+07 0 3 0 1 0.00200163 0.00404334 0.001 1 156 302 1 0 0 0 1 0 0.670106 1 1 24 39 1 1.07435 1 1.1487
538 26.1525 41668.2 3.17518e+07 0 3 0 1 0.00200203 0.0040433 0.001 1 91 291 1 0 0 0 1 0 0.670106 1 1 16 40 1 1.07421 1 1.14842
539 26.1972 41673.6 3.17559e+07 0 2 0 1 0.00200231 0.00404335 0.002 1 166 297 1 0 0 0 1 0 0.670106 1 1 29 41 1 1.07407 1 1.14815
540 26.2445 41674.7 3.17563e+07 0 2 0 1 0.00200242 0.00404311 0.002 1 115 302 1 0 0 0 1 0 0.670106 1 1 20 40 1 1.07394 1 1.14787
541 26.2927 41674.4 3.1756e+07 0 1 0 1 0.00200189 0.00404209 0.002 1 189 297 1 0 0 0 1 0 0.670106 1 1 22 39 1 1.0738 1 1.1476
542 26.3405 41674.6 3.1756e+07 0 4 0 1 0.00200216 0.00404213 0.0005 1 126 269 1 0 0 0 1 0 0.670106 1 1 20 39 1 1.07366 1 1.14733
543 26.388 41675.3 3.17562e+07 0 2 0 1 0.00200186 0.00404114 0.002 1 131 282 1 0 0 0 1 0 0.670106 1 1 24 38 1 1.07353 1 1.14706
544 26.4356 41676.1 3.17565e+07 0 3 0 1 0.00200205 0.00404205 0.0015 1 172 288 1 1 0 0 1 1 0.670106 1 1 21 39 1 1.07339 1 1.14679
545 26.4797 41682.2 3.17612e+07 0 1 0 1 0.00200191 0.00404183 0 0 0 0 0 1 0 1 0 0 0.699096 1 1 26 38 1 1.07326 1 1.14652
546 26.5235 41688.9 3.17661e+07 0 1 0 1 0.00200107 0.00404044 0.0005 1 83 83 1 0 0 0 1 0 0.699096 1 1 10 37 1 1.07313 1 1.14625
547 26.5686 41693.4 3.177e+07 0 1 0 1 0.00200064 0.00403841 0.0005 1 124 175 1 0 0 0 1 0 0.699096 1 1 17 36 1 1.07299 1 1.14599
548 26.6131 41699 3.17742e+07 0 1 0 1 0.00200033 0.00403877 0.0005 1 52 191 1 0 0 0 1 0 0.699096 1 1 21 35 1 1.07286 1 1.14572
549 26.6573 41704.9 3.17787e+07 0 1 0 1 0.00199943 0.00403857 0.0005 1 86 187 1 0 0 0 1 0 0.699096 1 1 14 34 1 1.07273 1 1.14545
550 26.7016 41710.6 3.17829e+07 0 1 0 1 0.00199922 0.00403902 0.0005 1 42 191 1 0 0 0 1 0 0.699096 1 1 18 34 1 1.0726 1 1.14519
551 26.7455 41717 3.17875e+07 0 1 0 1 0.00199853 0.00403816 0.0005 1 88 195 1 0 0 0 1 0 0.699096 1 1 21 33 1 1.07246 1 1.14493
552 26.7924 41718.7 3.17888e+07 0 1 0 1 0.00199801 0.00403694 0.0005 1 46 183 1 0 0 0 1 0 0.699096 1 1 16 32 1 1.07233 1 1.14467
553 26.8375 41723.1 3.17919e+07 0 1 0 1 0.0019979 0.00403753 0.0005 1 70 211 1 0 0 0 1 0 0.699096 1 1 18 32 1 1.0722 1 1.1444
554 26.8818 41728.9 3.17962e+07 0 1 0 1 0.00199793 0.00403792 0.0005 1 79 194 1 0 0 0 1 0 0.699096 1 1 19 32 1 1.07207 1 1.14414
555 26.9265 41734 3.17999e+07 0 1 0 1 0.00199741 0.00403742 0.0005 1 76 218 1 0 0 0 1 0 0.699096 1 1 10 31 1 1.07194 1 1.14388
556 26.9719 41737.8 3.18031e+07 0 1 0 1 0.00199678 0.0040352 0.0005 1 53 217 1 0 0 0 1 0 0.699096 1 1 12 30 1 1.07181 1 1.14363
557 27.0182 41740.3 3.1805e+07 0 1 0 1 0.00199689 0.00403508 0.0005 1 80 215 1 0 0 0 1 0 0.699096 1 1 18 30 1 1.07168 1 1.14337
558 27.0663 41740 3.18052e+07 0 1 0 1 0.00199712 0.004035 0 0 0 215 0 1 0 1 0 0 0.725186 1 1 20 30 1 1.07156 1 1.14311
559 27.115 41738.8 3.18046e+07 0 1 0 1 0.00199711 0.00403492 0.0005 1 172 172 1 0 0 0 1 0 0.725186 1 1 20 30 1 1.07143 1 1.14286
560 27.1629 41738.8 3.18045e+07 0 1 0 1 0.00199705 0.00403551 0.0005 1 119 203 1 0 0 0 1 0 0.725186 1 1 13 31 1 1.0713 1 1.1426
561 27.2114 41738 3.18042e+07 0 1 0 1 0.00199723 0.00403504 0 0 0 203 0 1 0 1 0 0 0.652668 1 1 9 30 1 1.07117 1 1.14235
562 27.2592 41738.2 3.18043e+07 0 1 0 1 0.0019973 0.00403585 0.0005 1 177 177 1 0 0 0 1 0 0.652668 1 1 9 31 1 1.07105 1 1.1421
563 27.3067 41738.8 3.18049e+07 0 1 0 1 0.00199765 0.00403534 0.0015 1 60 191 1 0 0 0 1 0 0.652668 1 1 23 32 1 1.07092 1 1.14184
564 27.3526 41742 3.18075e+07 0 1 0 1 0.00199784 0.0040343 0.0015 1 55 200 1 0 0 0 1 0 0.652668 1 1 19 33 1 1.0708 1 1.14159
565 27.4003 41742.3 3.18078e+07 0 2 0 1 0.00199785 0.00403474 0.001 1 20 206 1 0 0 0 1 0 0.652668 1 1 8 33 1 1.07067 1 1.14134
566 27.4455 41746.3 3.18111e+07 0 1 0 1 0.00199787 0.00403511 0.001 1 64 212 1 0 0 0 1 0 0.652668 1 1 23 34 1 1.07055 1 1.14109
567 27.4922 41748.3 3.18123e+07 0 2 0 1 0.00199773 0.00403493 0.001 1 159 251 1 0 0 0 1 0 0.652668 1 1 19 33 1 1.07042 1 1.14085
568 27.5401 41748.3 3.18124e+07 0 1 0 1 0.00199783 0.0040357 0.0015 1 134 295 1 0 0 0 1 0 0.652668 1 1 10 34 1 1.0703 1 1.1406
569 27.5881 41748.1 3.18125e+07 0 2 0 1 0.00199832 0.00403748 0.001 1 54 303 1 0 0 0 1 0 0.652668 1 1 15 35 1 1.07018 1 1.14035
570 27.6333 41752.3 3.18155e+07 0 2 0 1 0.0019982 0.0040384 0.001 1 114 307 1 0 0 0 1 0 0.652668 1 1 19 35 1 1.07005 1 1.14011
571 27.6777 41757.6 3.18192e+07 0 2 0 1 0.00199795 0.00403758 0.0005 1 64 323 1 0 0 0 1 0 0.652668 1 1 9 34 1 1.06993 1 1.13986
572 27.7226 41762.1 3.1823e+07 0 2 0 1 0.00199851 0.0040389 0.001 1 39 308 1 0 0 0 1 0 0.652668 1 1 15 35 1 1.06981 1 1.13962
573 27.7669 41767.6 3.1827e+07 0 1 0 1 0.00199857 0.00403863 0.0015 1 208 316 1 0 0 0 1 0 0.652668 1 1 10 34 1 1.06969 1 1.13937
574 27.8122 41771.6 3.18305e+07 0 3 0 1 0.00199904 0.00403856 0.0005 1 27 317 1 0 0 0 1 0 0.652668 1 1 15 35 1 1.06957 1 1.13913
575 27.8565 41777 3.18344e+07 0 1 0 1 0.00199891 0.00403764 0.0015 1 191 312 1 0 0 0 1 0 0.652668 1 1 13 34 1 1.06944 1 1.13889
576 27.9012 41781.7 3.18382e+07 0 3 0 1 0.00199904 0.00403756 0.0005 1 159 315 1 0 0 0 1 0 0.652668 1 1 11 34 1 1.06932 1 1.13865
577 27.9458 41786.6 3.18419e+07 0 1 0 1 0.00199903 0.00403747 0.001 1 239 306 1 0 0 0 1 0 0.652668 1 1 19 33 1 1.0692 1 1.13841
578 27.9901 41792 3.18459e+07 0 1 0 1 0.00199871 0.00403716 0 1 1 307 1 0 0 0 1 0 0.652668 1 1 20 32 1 1.06908 1 1.13817
579 28.0348 41796.9 3.18495e+07 0 1 0 1 0.00199878 0.0040369 0.0015 1 136 313 1 0 0 0 1 0 0.652668 1 1 13 33 1 1.06897 1 1.13793
580 28.0795 41801.5 3.18527e+07 0 1 0 1 0.00199868 0.00403691 0.0015 1 143 332 1 0 0 0 1 0 0.652668 1 1 12 33 1 1.06885 1 1.13769
581 28.1249 41805.3 3.18556e+07 0 1 0 1 0.00199869 0.00403783 0.0015 1 149 309 1 0 0 0 1 0 0.652668 1 1 15 34 1 1.06873 1 1.13746
582 28.1701 41809.1 3.18586e+07 0 3 0 1 0.00199864 0.00403793 0.0005 1 75 306 1 0 0 0 1 0 0.652668 1 1 11 34 1 1.06861 1 1.13722
583 28.2171 41810.4 3.18592e+07 0 1 0 1 0.00199884 0.0040383 0.0015 1 111 303 1 0 0 0 1 0 0.652668 1 1 23 35 1 1.06849 1 1.13699
584 28.2623 41814.4 3.18621e+07 0 1 0 1 0.00199848 0.00403698 0.0015 1 126 333 1 1 0 0 1 1 0.652668 1 1 18 34 1 1.06838 1 1.13675
585 28.307 41819.1 3.18657e+07 0 1 0 1 0.00199735 0.00403549 0 0 0 0 0 1 0 1 0 0 0.587401 1 1 10 33 1 1.06826 1 1.13652
586 28.3515 41824 3.18696e+07 0 1 0 1 0.00199699 0.00403698 0 0 0 0 0 1 0 1 0 0 0.624661 1 1 22 32 1 1.06814 1 1.13629
587 28.3975 41826.7 3.18714e+07 0 1 0 1 0.00199703 0.00403686 0.001 1 161 161 1 0 0 0 1 0 0.624661 1 1 15 33 1 1.06803 1 1.13605
588 28.4416 41832.2 3.18754e+07 0 1 0 1 0.00199687 0.00403714 0.001 1 103 158 1 0 0 0 1 0 0.624661 1 1 13 32 1 1.06791 1 1.13582
589 28.488 41834.3 3.1877e+07 0 1 0 1 0.00199673 0.00403724 0.001 1 120 162 1 0 0 0 1 0 0.624661 1 1 8 31 1 1.0678 1 1.13559
590 28.5365 41833.3 3.18765e+07 0 2 0 1 0.00199669 0.00403725 0.0005 1 37 191 1 0 0 0 1 0 0.624661 1 1 9 31 1 1.06768 1 1.13536
591 28.5847 41832.7 3.18763e+07 0 1 0 1 0.0019966 0.00403758 0.001 1 59 188 1 0 0 0 1 0 0.624661 1 1 9 30 1 1.06757 1 1.13514
592 28.6327 41832.5 3.18765e+07 0 2 0 1 0.00199655 0.00403683 0.0005 1 125 215 1 0 0 0 1 0 0.624661 1 1 17 30 1 1.06745 1 1.13491
593 28.6807 41832.1 3.18764e+07 0 1 0 1 0.0019966 0.00403642 0.001 1 130 225 1 0 0 0 1 0 0.624661 1 1 19 30 1 1.06734 1 1.13468
594 28.7274 41833.7 3.18778e+07 0 1 0 1 0.00199682 0.00403683 0.001 1 93 212 1 0 0 0 1 0 0.624661 1 1 15 31 1 1.06723 1 1.13445
595 28.7717 41838.9 3.18819e+07 0 1 0 1 0.00199644 0.00403716 0.001 1 153 245 1 0 0 0 1 0 0.624661 1 1 12 30 1 1.06711 1 1.13423
596 28.8157 41844.5 3.1886e+07 0 1 0 1 0.00199642 0.00403746 0.001 1 65 238 1 0 0 0 1 0 0.624661 1 1 12 31 1 1.067 1 1.134
597 28.8621 41846.5 3.18873e+07 0 1 0 1 0.00199579 0.00403785 0.001 1 59 253 1 0 0 0 1 0 0.624661 1 1 12 30 1 1.06689 1 1.13378
598 28.9096 41847 3.18878e+07 0 2 0 1 0.00199578 0.00403874 0.0005 1 27 256 1 0 0 0 1 0 0.624661 1 1 16 31 1 1.06678 1 1.13356
599 28.9568 41847.8 3.1888e+07 0 1 0 1 0.00199549 0.00403903 0.001 1 155 253 1 0 0 0 1 0 0.624661 1 1 8 30 1 1.06667 1 1.13333
600 29.0045 41847.9 3.18883e+07 0 1 0 1 0.00199554 0.00403833 0.001 1 51 256 1 0 0 0 1 0 0.624661 1 1 16 31 1 1.06656 1 1.13311
